officer_id,officer_complaint_percentile,officer_unit_id,officer_unit_description,officer_unit_name,supervisor_id,supervisor_complaint_percentile,supervisor_unit_id,supervisor_unit_description,supervisor_unit_name,allegation_id
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,12134
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,11211
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,158316
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,180967
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,181168
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,9451
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,824
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,7790
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,134651
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,7560
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,2030
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,4685
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,90501
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,128228
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,123507
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,138607
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,151368
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,140759
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,5305
12479,97.8258,212,Detective Area - South,620,30180,61.9579,8,District 007,007,123933
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,123933
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,151991
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,20624
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,131387
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,38586
12484,62.7756,19,District 018,018,12478,99.5529,188,Special Activities Section,441,37654
12484,62.7756,19,District 018,018,29882,94.1194,107,Bureau Of Patrol,142,37654
12494,25.0927,5,District 004,004,13303,93.8405,27,Executive Officers Unit,026,16068
12495,98.8995,12,District 011,011,27797,98.4563,160,Freedom Of Information Section,214,79477
12495,98.8995,12,District 011,011,27797,98.4563,160,Freedom Of Information Section,214,103872
12509,63.3487,3,District 002,002,32209,56.9371,149,Narcotics Division,189,107480
12554,80.7611,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,74639
12617,96.2860,19,District 018,018,6792,90.2105,19,District 018,018,7307
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,123514
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,139195
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,139428
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,124637
12640,98.8231,7,District 006,006,24996,88.8808,156,Bureau Of Patrol - Area Central,211,148292
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,63160
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,63160
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,65752
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,65752
12730,71.9652,126,General Support Division,161,20913,94.9792,9,District 008,008,166556
12412,93.9895,7,District 006,006,12479,97.8258,212,Detective Area - South,620,99504
12418,55.6721,6,District 005,005,319,51.1788,105,Office Of The First Deputy Superintendent,140,136069
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,50410
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,167222
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,180638
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,168384
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,16562
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,9504
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,148959
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,177295
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,149580
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,154119
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,51496
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,179982
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,10193
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,169453
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,169605
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,18338
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,179647
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,160483
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,180884
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,151667
12478,99.5529,188,Special Activities Section,441,29882,94.1194,107,Bureau Of Patrol,142,60371
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,146320
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,596
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,172755
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,25848
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,10173
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,59258
12478,99.5529,188,Special Activities Section,441,12479,97.8258,212,Detective Area - South,620,169865
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,137452
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,56277
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,169865
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,9649
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,60371
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,156442
12478,99.5529,188,Special Activities Section,441,12478,99.5529,188,Special Activities Section,441,166325
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,96712
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,169865
12479,97.8258,212,Detective Area - South,620,12478,99.5529,188,Special Activities Section,441,169865
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,101770
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,131162
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,99504
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,37849
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,163757
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,174123
12479,97.8258,212,Detective Area - South,620,12479,97.8258,212,Detective Area - South,620,133974
12495,98.8995,12,District 011,011,27797,98.4563,160,Freedom Of Information Section,214,100251
12495,98.8995,12,District 011,011,27797,98.4563,160,Freedom Of Information Section,214,107945
12495,98.8995,12,District 011,011,27797,98.4563,160,Freedom Of Information Section,214,94558
12617,96.2860,19,District 018,018,6792,90.2105,19,District 018,018,179824
12619,51.9630,13,District 012,012,29882,94.1194,107,Bureau Of Patrol,142,153602
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,130850
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,142021
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,154098
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,130107
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,135243
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,130081
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,88802
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,131989
12628,75.2130,151,Intelligence Section,191,12628,75.2130,151,Intelligence Section,191,150876
12674,59.1647,13,District 012,012,13273,95.8122,173,Gang Enforcement - Area Central,311,64448
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,65493
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,27415,97.3062,36,Airport Law Enforcement Section - South,051,87976
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,57949
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,59589
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,59589
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,59836
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,59836
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,64828
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,64828
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,63234
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,63234
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,31984,90.1876,193,Detached Services - Goverment Security,542,64703
12677,90.3175,179,Special Weapons And Tactics (Swat) Unit,353,6792,90.2105,19,District 018,018,64703
12722,88.8464,13,District 012,012,13273,95.8122,173,Gang Enforcement - Area Central,311,64448
12782,88.3153,215,Detective Area - North,630,12628,75.2130,151,Intelligence Section,191,131989
12782,88.3153,215,Detective Area - North,630,12628,75.2130,151,Intelligence Section,191,130081
12782,88.3153,215,Detective Area - North,630,12628,75.2130,151,Intelligence Section,191,130850
12782,88.3153,215,Detective Area - North,630,12628,75.2130,151,Intelligence Section,191,154098
12782,88.3153,215,Detective Area - North,630,12628,75.2130,151,Intelligence Section,191,142021
12788,93.5186,6,District 005,005,12478,99.5529,188,Special Activities Section,441,146320
12791,71.7817,215,Detective Area - North,630,14684,88.1395,225,Public Transportation Section,701,144598
12802,81.6629,8,District 007,007,13303,93.8405,27,Executive Officers Unit,026,61490
12893,24.8596,35,Airport Law Enforcement Section - North,050,12478,99.5529,188,Special Activities Section,441,146320
12915,68.0236,149,Narcotics Division,189,32209,56.9371,149,Narcotics Division,189,10169
12961,97.7227,7,District 006,006,12479,97.8258,212,Detective Area - South,620,96712
12978,79.8196,12,District 011,011,27360,43.1776,158,Bureau Of Patrol - Area North,213,180902
12978,79.8196,12,District 011,011,27360,43.1776,158,Bureau Of Patrol - Area North,213,9507
13001,94.9715,212,Detective Area - South,620,674,52.6919,200,Arson Section,603,18847
13036,38.3554,208,Detective Area - Central,610,11756,52.1914,126,General Support Division,161,175984
13049,92.1745,212,Detective Area - South,620,30710,81.6094,3,District 002,002,53709
13053,71.3500,208,Detective Area - Central,610,14630,98.2805,6,District 005,005,130120
13055,72.7676,179,Special Weapons And Tactics (Swat) Unit,353,13273,95.8122,173,Gang Enforcement - Area Central,311,167225
13095,99.6332,9,District 008,008,12478,99.5529,188,Special Activities Section,441,166325
13108,86.4488,6,District 005,005,12478,99.5529,188,Special Activities Section,441,146320
13134,63.4213,171,Forensic Services Evidence Technician Section,277,14630,98.2805,6,District 005,005,123434
13134,63.4213,171,Forensic Services Evidence Technician Section,277,14630,98.2805,6,District 005,005,130120
13229,30.6293,15,District 014,014,4620,50.4681,4,District 003,003,69141
13273,95.8122,173,Gang Enforcement - Area Central,311,13273,95.8122,173,Gang Enforcement - Area Central,311,167225
13273,95.8122,173,Gang Enforcement - Area Central,311,13273,95.8122,173,Gang Enforcement - Area Central,311,108180
13273,95.8122,173,Gang Enforcement - Area Central,311,13273,95.8122,173,Gang Enforcement - Area Central,311,19470
13273,95.8122,173,Gang Enforcement - Area Central,311,13273,95.8122,173,Gang Enforcement - Area Central,311,92934
